Date,Open,High,Low,Close,Adj. Close,Volume
"Nov 26, 2024",905.00,905.00,884.90,892.78,880.87,"30,935,566"
"Nov 25, 2024",892.53,901.78,882.45,892.80,880.89,"427,737,274"
"Nov 22, 2024",871.78,877.15,864.78,872.80,861.16,"24,773,612"
"Nov 21, 2024",874.70,879.50,867.10,870.60,858.99,"35,716,512"
"Nov 19, 2024",857.00,876.88,851.35,871.13,859.51,"50,981,272"
"Nov 18, 2024",850.00,859.45,847.50,852.55,841.18,"27,081,968"
"Nov 14, 2024",836.55,852.42,836.05,846.38,835.09,"27,146,470"
"Nov 13, 2024",858.38,864.70,836.50,840.67,829.46,"35,728,500"
"Nov 12, 2024",886.00,887.50,854.33,859.10,847.64,"31,395,406"
"Nov 11, 2024",877.28,891.40,875.60,883.15,871.37,"24,565,362"
"Nov 8, 2024",876.00,880.90,872.92,877.22,865.53,"19,902,986"
"Nov 7, 2024",872.15,880.47,869.00,873.28,861.63,"18,895,456"
"Nov 6, 2024",885.75,885.75,872.67,877.63,865.92,"27,787,910"
"Nov 5, 2024",851.50,881.35,848.95,878.92,867.20,"44,232,406"
"Nov 4, 2024",872.50,872.50,855.45,857.05,845.62,"28,089,248"
"Nov 1, 2024",866.50,872.05,863.05,868.65,857.07,"1,759,692"
"Oct 31, 2024",864.00,869.45,859.70,867.85,856.28,"22,895,912"
"Oct 30, 2024",871.00,877.38,862.10,867.30,855.73,"32,715,724"
"Oct 29, 2024",863.08,882.00,862.55,875.92,864.24,"35,794,926"
"Oct 28, 2024",871.00,875.50,864.45,867.10,855.54,"22,012,142"
"Oct 25, 2024",877.50,878.92,864.35,871.70,860.07,"26,130,478"
"Oct 24, 2024",869.05,884.33,869.05,874.83,863.16,"30,832,258"
"Oct 23, 2024",852.53,873.25,852.53,867.90,856.33,"38,036,090"
"Oct 22, 2024",865.03,870.00,855.35,857.28,845.84,"38,875,280"
"Oct 21, 2024",857.50,874.08,855.53,864.35,852.82,"46,548,354"
"Oct 18, 2024",831.55,845.50,827.05,840.92,829.71,"24,809,724"
"Oct 17, 2024",847.47,848.83,832.60,836.58,825.42,"14,695,732"
"Oct 16, 2024",840.05,853.97,840.05,849.90,838.57,"20,470,682"
"Oct 15, 2024",847.00,849.00,837.75,842.05,830.82,"19,651,130"
"Oct 14, 2024",828.03,846.03,827.00,844.05,832.79,"18,527,508"
"Oct 11, 2024",832.22,832.22,821.63,825.50,814.49,"23,672,594"
"Oct 10, 2024",819.50,832.72,816.25,831.20,820.11,"21,754,766"
"Oct 9, 2024",824.75,828.38,814.35,816.58,805.68,"41,125,642"
"Oct 8, 2024",815.00,828.40,811.00,825.53,814.52,"29,734,406"
"Oct 7, 2024",826.10,829.50,806.50,808.90,798.11,"94,458,296"
"Oct 4, 2024",837.25,845.33,826.50,828.83,817.77,"48,683,232"
"Oct 3, 2024",857.83,863.08,836.67,841.00,829.78,"48,473,398"
"Oct 1, 2024",862.00,871.00,860.05,863.10,851.59,"24,572,284"
"Sep 30, 2024",874.40,875.72,862.20,866.03,854.48,"26,383,534"
"Sep 27, 2024",888.50,889.10,875.00,876.33,864.64,"35,613,502"
"Sep 26, 2024",886.53,894.00,884.03,891.72,879.83,"31,899,644"
"Sep 25, 2024",880.08,894.00,880.08,889.55,877.69,"31,965,312"
"Sep 24, 2024",882.50,890.83,877.13,884.03,872.24,"33,039,036"
"Sep 23, 2024",874.50,883.17,870.13,879.90,868.17,"26,965,350"
"Sep 20, 2024",858.25,872.47,853.78,870.60,858.99,"60,623,386"
"Sep 19, 2024",849.60,859.50,849.58,854.25,842.86,"30,651,776"
"Sep 18, 2024",835.92,849.45,835.55,847.40,836.10,"40,917,342"
"Sep 17, 2024",839.00,839.00,832.08,834.40,823.27,"20,127,122"
"Sep 16, 2024",833.50,838.90,832.03,835.47,824.33,"15,172,820"
"Sep 13, 2024",837.00,837.00,828.53,832.97,821.87,"23,860,532"
"Sep 12, 2024",827.00,835.00,823.53,833.30,822.19,"32,424,046"
"Sep 11, 2024",825.20,826.25,819.60,821.95,810.99,"22,226,684"
"Sep 10, 2024",827.00,827.00,819.00,825.17,814.17,"26,606,646"
"Sep 9, 2024",819.00,824.25,815.05,823.25,812.27,"23,792,914"
"Sep 6, 2024",819.15,823.88,817.05,818.47,807.56,"26,029,602"
"Sep 5, 2024",823.00,824.95,821.00,822.72,811.75,"22,876,318"
"Sep 4, 2024",819.50,822.40,816.00,820.90,809.95,"24,682,744"
"Sep 3, 2024",817.00,819.97,812.30,818.67,807.76,"37,282,860"
"Sep 2, 2024",823.40,823.40,811.60,813.47,802.63,"34,049,680"
"Aug 30, 2024",828.00,831.00,810.58,818.45,807.53,"445,342,100"
"Aug 29, 2024",821.00,822.20,815.58,819.28,808.35,"49,052,604"
"Aug 28, 2024",818.88,819.88,815.10,818.55,807.63,"26,921,188"
"Aug 27, 2024",821.70,823.70,816.10,818.88,807.95,"35,773,244"
"Aug 26, 2024",816.10,823.97,816.10,819.97,809.04,"22,364,266"
"Aug 23, 2024",817.00,817.00,811.50,812.53,801.69,"20,333,422"
"Aug 22, 2024",816.00,819.15,814.00,815.65,804.77,"21,300,638"
"Aug 21, 2024",814.05,817.28,808.90,812.90,802.06,"47,630,904"
"Aug 20, 2024",813.72,823.00,813.72,818.85,807.93,"31,134,494"
"Aug 19, 2024",818.83,818.83,811.85,815.78,804.90,"19,502,164"
"Aug 16, 2024",814.25,817.08,805.50,816.05,805.17,"27,849,246"
"Aug 14, 2024",803.25,806.85,801.60,803.90,793.18,"32,334,428"
"Aug 13, 2024",814.00,816.20,800.58,801.60,790.91,"54,055,042"
"Aug 12, 2024",826.00,837.97,823.67,830.05,818.98,"39,316,196"
"Aug 9, 2024",826.00,831.28,822.90,825.10,814.10,"26,644,618"
"Aug 8, 2024",812.00,826.65,809.63,821.35,810.40,"33,976,950"
"Aug 7, 2024",808.50,815.00,801.10,811.75,800.92,"42,346,264"
"Aug 6, 2024",815.00,816.47,796.65,800.60,789.92,"45,116,050"
"Aug 5, 2024",820.05,823.00,800.50,807.88,797.10,"41,333,634"
"Aug 2, 2024",815.50,835.25,815.50,829.58,818.51,"44,119,238"
"Aug 1, 2024",811.45,825.03,808.97,819.40,808.47,"26,215,174"
"Jul 31, 2024",807.00,813.95,804.60,807.88,797.10,"37,820,484"
"Jul 30, 2024",801.00,817.38,799.50,807.78,797.00,"54,595,834"
"Jul 29, 2024",807.50,815.92,799.15,802.53,791.82,"51,001,148"
"Jul 26, 2024",802.50,810.88,798.22,809.08,798.28,"43,810,540"
"Jul 25, 2024",796.50,812.50,796.50,808.30,797.52,"25,535,732"
"Jul 24, 2024",804.08,810.50,794.03,802.03,791.33,"61,728,206"
"Jul 23, 2024",823.78,823.90,802.50,809.20,798.41,"52,002,152"
"Jul 22, 2024",808.50,825.50,806.33,821.28,810.32,"53,744,822"
"Jul 19, 2024",808.00,811.50,801.75,803.65,792.93,"26,002,152"
"Jul 18, 2024",804.00,811.97,799.58,807.40,796.63,"33,717,064"
"Jul 16, 2024",810.38,813.50,808.40,809.88,799.07,"28,950,324"
"Jul 15, 2024",811.75,814.90,807.60,811.05,800.23,"33,375,694"
"Jul 12, 2024",811.00,819.20,805.58,811.35,800.53,"56,049,960"
"Jul 11, 2024",811.97,812.92,800.50,810.95,800.13,"44,177,074"
"Jul 10, 2024",814.97,820.00,810.38,813.05,802.21,"45,507,182"
"Jul 9, 2024",812.50,823.35,810.17,818.25,807.34,"48,550,878"
"Jul 8, 2024",822.65,827.47,813.58,817.67,806.77,"39,087,800"
"Jul 5, 2024",842.50,842.50,821.10,824.05,813.06,"82,242,548"
"Jul 4, 2024",879.88,879.88,862.42,863.58,852.06,"45,848,658"
"Jul 3, 2024",895.50,897.00,882.33,884.33,872.53,"123,217,802"
"Jul 2, 2024",857.50,867.45,851.38,865.30,853.76,"45,921,690"
"Jul 1, 2024",840.00,853.65,840.00,852.60,841.23,"21,187,024"
"Jun 28, 2024",848.80,853.30,839.50,841.90,830.67,"26,476,046"
"Jun 27, 2024",848.05,856.50,843.30,848.08,836.76,"55,074,650"
"Jun 26, 2024",853.97,855.45,845.55,850.75,839.40,"47,596,666"
"Jun 25, 2024",835.55,858.47,835.55,855.67,844.26,"74,521,548"
"Jun 24, 2024",823.50,837.55,822.88,836.20,825.05,"28,544,994"
"Jun 21, 2024",836.42,836.42,821.58,832.88,821.77,"51,630,776"
"Jun 20, 2024",834.90,840.72,826.00,834.67,823.54,"41,408,742"
"Jun 19, 2024",806.70,834.95,802.00,828.92,817.87,"90,131,196"
"Jun 18, 2024",798.45,805.25,794.72,803.90,793.18,"32,415,714"
"Jun 14, 2024",792.00,799.50,788.85,798.45,787.80,"25,540,554"
"Jun 13, 2024",790.88,792.85,787.00,790.38,779.83,"24,120,192"
"Jun 12, 2024",787.50,794.15,783.20,787.08,776.58,"39,280,436"
"Jun 11, 2024",778.00,785.50,776.10,782.40,771.97,"29,545,326"
"Jun 10, 2024",787.00,790.33,778.80,780.65,770.24,"22,454,058"
"Jun 7, 2024",780.53,792.17,776.03,786.67,776.18,"36,712,216"
